Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.positive,Answer.change,Answer.elaboration,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?","Ashton Kutcher seems to be doing well, he seems happy, but it's really hard to say because we'll never know how he really feels in his personal life.",,
Answer.positive,Answer.change,Answer.joking_sarcastic,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?","Do you mean Ashton Kutcher, or his character? His character isn't real! He's not doing anything!",,
Answer.TalkMore,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",What is your favorite movie in this genre?,,,,
Answer.rhetorical,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",Is there anyone who hasn't seen Groundhog Day?,,,,
Answer.positive,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,,,,
Answer.negative,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",chevy Chase can also be unbearably stupid though.,,,,
Answer.positive,Answer.elaboration,Answer.continuation,Answer.continuation,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","I enjoyed the latest repeater film, I think it was, ""Miss Perigrine's Home for Peculiar Children.""",
Answer.positive,Answer.elaboration,Answer.continuation,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.",,
Answer.rhetorical,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",A new time of genre?  I would have to agree.,,,,
Answer.positive,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I totally agree ""Groundhog Day"" was the first of it's kind but probably not the last.",,,,
Answer.TalkMore,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",Do you think others will make movies in this new genre?  Why do you think this will become a new genre?,,,,
Answer.rhetorical,Answer.change,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""",I really love Bill Murray though. I love everything he's done in Wes Anderson's movies. He was amazing in The Royal Tenenbaums.,,,
Answer.TalkMore,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",Do you like Chevy Chase as a comedian?,,,,
Answer.rhetorical,Answer.joking_sarcastic,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""",Unless creepy marsupial like props are a film genre all on their own. I can't really think of any other films like that either.,,,
Answer.rhetorical,Answer.elaboration,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""","I think it's an interesting gimmick and it's a classic comedy, but I don't think it launched an entirely new genre of film.",,,
Answer.rhetorical,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""",,,,
Answer.rhetorical,Answer.continuation,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","Yeah.  Who hasn't seen a movie that repeats itself and instantly thinks ""Groundhog Day?""","Do you really think that ""de ja vu"" movies are a genre? I actually can't think of any others.",,,
Answer.negative,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.","I thought Ground Hog day was just like any other movie made these days, drawn out and boring.",,,,
Answer.positive,Answer.continuation,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Oh, that episode of Supernatural with Sam reliving Dean's death over and over?",,,
Answer.positive,Answer.change,Answer.change,Answer.continuation,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?",I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.,"A lot of movies and shows really twist the effects of time travel to their liking. Sometimes its a pocket universe, sometimes they just ruin everything.",
Answer.positive,Answer.change,Answer.change,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?",I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.,,
Answer.positive,Answer.change,Answer.change,Answer.joking_sarcastic,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?",I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.,I think Dean and his missing shoe would disagree.,
Answer.positive,Answer.change,Answer.change,Answer.change,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"What about the movies where they change everything as they go back in time to fix things? Remember ""The Butterfly Effect"" with Ashton Kutcher? I wonder how he's doing with his new family?",I think if time travel was ever a real thing I wouldn't want to go back because I'd be afraid to make things worse than they already are right now by changing the outcome of things.,"Time travel can open up really fresh plots, but it can also allow for really cheesy and overly easy to conclude ones too.",
Answer.positive,Answer.elaboration,Answer.change,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","I agree ""Groundhog Day"" was definitely better.  I love almost anything with Bill Murray though. I think Lost in Translation is my favorite.  How about you?",,
Answer.positive,Answer.elaboration,Answer.continuation,Answer.change,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","I feel like I do the same things on some days, De Ja Vu almost, like that movie. You ever have that happen?",
Answer.positive,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","Whew, on any given day, I don't know if I'd want to repeat everything. Could you imagine having this conversation every day!",
Answer.positive,Answer.elaboration,Answer.elaboration,Answer.elaboration,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.","The worse kind of time travel, or any type of time construct is when it ends no different than it began. Like, there was no point for the moive to even happen, nothing changed.",
Answer.positive,Answer.elaboration,Answer.elaboration,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.",,
Answer.positive,Answer.elaboration,Answer.elaboration,Answer.change,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.","The lets kill Hitler idea is always engaging. But what if we already sent someone to kill him, but it was another one. And a Hitler type always rises then. Confusing stuff.",
Answer.positive,Answer.elaboration,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.",,,
Answer.positive,,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",It is so funny though.,,,,
Answer.positive,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.","So, I take it this time I came back Hitler won? I tried man, I tried to stop him.",
Answer.positive,Answer.elaboration,Answer.joking_sarcastic,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.",You mean you didn't find the assassin plot to be light and fun?,,
Answer.positive,Answer.elaboration,Answer.continuation,Answer.elaboration,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Have you seen ""Repeater""?  It is another darker one kind of like ""Looper.""  It's about a group of prisoners that repeat the same day over and over.","These kind of films are always interesting, on the edge of your seat kind of films. You keep thinking something is going to change, and you hope it does, but if never seems to help!",
Answer.positive,Answer.joking_sarcastic,,,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,Haven't we talked about this before? Are we repeating the same conversation over and over?,,,
Answer.positive,Answer.elaboration,Answer.change,Answer.change,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","I agree ""Groundhog Day"" was definitely better.  I love almost anything with Bill Murray though. I think Lost in Translation is my favorite.  How about you?",Action movies are what I can't get enough of . Makes my hesrt rsce.,
Answer.positive,Answer.elaboration,Answer.change,Answer.elaboration,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","I agree ""Groundhog Day"" was definitely better.  I love almost anything with Bill Murray though. I think Lost in Translation is my favorite.  How about you?",I think it's more about how the story is developed rather than how Bill plays his role.,
Answer.positive,Answer.elaboration,Answer.elaboration,Answer.continuation,,"I think ""Groundhog Day"" started a new genre of movie, the repeat a day movie.",I think you are right.  I even saw an episode of Supernatural used the theme.,"Some repeat the day movies are a lot darker. I thought ""Looper"" was good, but not nearly as free or fun. Same concept of time, though.","Yeah ""Looper"" was decent.  I do prefer the more fun movies in the genre though.  I love how despite being funny, ""Groundhog Day"" still had a lot of depth and character development.","Those movies has similar concepts. Ground hogs day had a more concrete structure, intro, development, learning from it all . Looper was more just a bunch of action and no real conclusion.",
Answer.rhetorical,,,,,"I want to see ""La La Land.""","Yeah because that movie title makes a whole lot of sense, who wouldn't want to go see it?",,,,
Answer.negative,,,,,"I want to see ""La La Land.""",It can be a little corny because of all the impromptu dancing and singing.,,,,
Answer.positive,,,,,"I want to see ""La La Land.""",Oh my gosh it is so wonderful!,,,,
Answer.positive,,,,,"I want to see ""La La Land.""","I haven't seen that movie, is it funny? Did it just come out?",,,,
Answer.negative,,,,,"I want to see ""La La Land.""","Ew I don't ever want to see anything called ""La La Land""",,,,
Answer.TalkMore,,,,,"I want to see ""La La Land.""",Have you listened to the soundtrack at least?,,,,
Answer.positive,,,,,"I want to see ""La La Land.""",sure it's a good movie,,,,
Answer.rhetorical,,,,,"I want to see ""La La Land.""",why not?,,,,
Answer.negative,,,,,"I want to see ""La La Land.""",no it's boring,,,,
Answer.rhetorical,,,,,"I want to see ""La La Land.""",But who doesn't want to see your two favorite actors sing and dance?,,,,
Answer.TalkMore,,,,,"I want to see ""La La Land.""",What is the movie about? And who stars in it?,,,,
Answer.TalkMore,,,,,"I want to see ""La La Land.""",good choice. i want to go with you,,,,
Answer.rhetorical,Answer.elaboration,Answer.joking_sarcastic,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","Yeah, too bad it was all women, right? That whole hub-ub was so silly.",,
Answer.rhetorical,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","Yeah, too bad it was all women, right? That whole hub-ub was so silly.","There are very few movies that hit the mark twice, the original and the sequel. Way less that are good when fully remade, with a whole new cast.",
Answer.rhetorical,Answer.elaboration,,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",,,
Answer.rhetorical,Answer.elaboration,Answer.joking_sarcastic,Answer.continuation,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","Yeah, too bad it was all women, right? That whole hub-ub was so silly.","The film has a good base, and I think the cast did well, but it was a film that does not need to be remade. It did it right the first time.",
Answer.rhetorical,Answer.elaboration,Answer.joking_sarcastic,Answer.change,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","Yeah, too bad it was all women, right? That whole hub-ub was so silly.","A lot of times they just remake these superhero epics for money. Look at the hulk, spiderman, they even have another spiderman! It is just too soon, to much and makes no sense.",
Answer.rhetorical,Answer.change,,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.",What do you think is the best movie Dan Ackroyd has done?,,,
Answer.rhetorical,Answer.elaboration,Answer.continuation,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","I liked it a lot, but I enjoyed the recent remake the best.",,
Answer.rhetorical,,,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.",,,,
Answer.rhetorical,Answer.continuation,,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.",Do you think it was as good as the original?,,,
Answer.rhetorical,Answer.elaboration,Answer.change,Answer.continuation,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",It seeems like a lot of movies are written for women these days.,"I think some times a remake can loose alot of the initial appeal, the freshness of the first film.",
Answer.TalkMore,,,,,"I was not impressed with ""Ghostbusters 2.""","me either,i think Ghostbuster 1  was way better than what they did with 2, did you enjoy 1 though?",,,,
Answer.rhetorical,Answer.elaboration,Answer.elaboration,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",Yes! The special effects were great and it was so funny!,,
Answer.rhetorical,Answer.joking_sarcastic,,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","Well yes, it did...and of course you loved ""Titanic"", right?",,,
Answer.rhetorical,Answer.elaboration,Answer.change,Answer.joking_sarcastic,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",It seeems like a lot of movies are written for women these days.,"At least if the film gets lost, the leads are not too proud to ask for directions.",
Answer.rhetorical,,,,,"I was not impressed with ""Ghostbusters 2.""",I wonder if that will be remade in a tragic way the way the first was?,,,,
Answer.rhetorical,Answer.elaboration,Answer.change,Answer.elaboration,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",It seeems like a lot of movies are written for women these days.,There are a lot of movies being rewritten with an all female lead cast in mind.,
Answer.TalkMore,,,,,"I was not impressed with ""Ghostbusters 2.""",What do you think they did wrong when the first one was so good?,,,,
Answer.rhetorical,Answer.elaboration,Answer.change,,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",It seeems like a lot of movies are written for women these days.,,
Answer.rhetorical,,,,,"I was not impressed with ""Ghostbusters 2.""",Is there anyone who actually was impressed by it?  They shouldn't have even made the sequel.,,,,
Answer.negative,,,,,"I was not impressed with ""Ghostbusters 2.""",You are right.  It wasn't as good as the first one at all.,,,,
Answer.positive,,,,,"I was not impressed with ""Ghostbusters 2.""",I liked it but I also really liked the first one.,,,,
Answer.negative,,,,,"I was not impressed with ""Ghostbusters 2.""",I didn't really think there needed to be a sequel but it was still OK.,,,,
Answer.TalkMore,,,,,"I was not impressed with ""Ghostbusters 2.""",What didn't you like about it?,,,,
Answer.positive,,,,,"I was not impressed with ""Ghostbusters 2.""",are you serious?i for one thought ghostbuster 2 was great.,,,,
Answer.positive,,,,,"I was not impressed with ""Ghostbusters 2.""",Really?  I thought Ghostbusters 2 was great!,,,,
Answer.negative,,,,,"I was not impressed with ""Ghostbusters 2.""","i did watched the very same week it was release,and i view my time sitting there watching as a waste.",,,,
Answer.rhetorical,Answer.elaboration,Answer.change,Answer.change,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.",It seeems like a lot of movies are written for women these days.,"I like the way more women have been getting diverse comedy leads in films. A lot of different kinds of women, with varying comedy styles have really been rising in popularity.",
Answer.rhetorical,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,,"I was not impressed with ""Ghostbusters 2.""","you can't be serious,are you? ghostbuster 2 was a success,even went on to win an academy award you know.","I mean, it's like, here we go again, same old same old, it just didn't seem as fun as the original.","Yeah, too bad it was all women, right? That whole hub-ub was so silly.","So, the ninety different spidermen... not doing it for you?",
Answer.rhetorical,,,,,"I wasn't a fan of ""BreakIng Bad.""",Not really a meth person? I think it kind of glorified that lifestyle.,,,,
Answer.rhetorical,,,,,"I wasn't a fan of ""BreakIng Bad.""",How can anyone watch that show? There's so much violence!,,,,
Answer.TalkMore,,,,,"I wasn't a fan of ""BreakIng Bad.""",How much of it did you watch? It was a huge critical hit. What TV shows do you like instead?,,,,
Answer.negative,,,,,"I wasn't a fan of ""BreakIng Bad.""",I wasn't a fan of Breaking Bad either. It was too dark for my tastes. And it was overhyped as well.,,,,
Answer.positive,,,,,"I wasn't a fan of ""BreakIng Bad.""","I thought that ""Breaking Bad"" was a ground breaking show. It really showed the personal side of the war on drugs and showed how that world can suck you in.",,,,
Answer.rhetorical,,,,,"I wasn't a fan of ""BreakIng Bad.""",Are you crazy? It was a thrilling adventure.,,,,
Answer.negative,,,,,"I wasn't a fan of ""BreakIng Bad.""","I agree. ""Breaking Bad"" was very over rated. It started off fairly well, but by the 2nd or 3rd season, it really went off the rails.",,,,
Answer.positive,,,,,"I wasn't a fan of ""BreakIng Bad.""","I really liked it. I think it picked up quite a bit after the first couple seasons, but it turned into one of the best shows I've watched.",,,,
Answer.TalkMore,,,,,"I wasn't a fan of ""BreakIng Bad.""",What didn't you like about it? Did you watch more than one season or just a few episodes? Most people usually get into that show if they give it a chance.,,,,
Answer.TalkMore,,,,,"I wasn't a fan of ""BreakIng Bad.""",What didn't you like about it? Did you make it past the first couple seasons? Is there anything you did like about it? What are you watching instead?,,,,
Answer.negative,,,,,"I wasn't a fan of ""BreakIng Bad.""","I didn't like it either. I found myself unable to really like Walter as a main character, and why would I watch a show with a main character I didn't like?",,,,
Answer.positive,,,,,"I wasn't a fan of ""BreakIng Bad.""",I LOVED Breaking Bad. The depth of the story as Walt got more and more tangled up in his business was fascinating. And the way he so slowly becomes a villain over the course of the series- at the end you're still rooting for the bad guy somehow.,,,,
Answer.negative,,,,,Iron Man was fun.,what are you talking about? it's boring,,,,
Answer.rhetorical,,,,,Iron Man was fun.,Who doesn't love super hero movies? I could watch them continuously.,,,,
Answer.positive,,,,,Iron Man was fun.,everyone loved it,,,,
Answer.TalkMore,,,,,Iron Man was fun.,let's go watch it together!,,,,
Answer.rhetorical,,,,,Iron Man was fun.,who doesn't like it?,,,,
Answer.rhetorical,Answer.continuation,Answer.elaboration,Answer.change,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I'll grant you that it might be appealing from a wish-fulfillment perspective, who wouldn't want to be a billionaire genius celebrity heartthrob? But there just wasn't much meat to the story.","Eh, not all movies need to be dark, brooding dramas. It's OK to make art that's straightforward and accessible.",
Answer.TalkMore,Answer.continuation,Answer.continuation,Answer.change,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.","Yeah, everyone was really into it. I'm glad we didn't wait for it on DVD.",Do you tend to buy DVDs a lot or do you have Netflix at all?,
Answer.TalkMore,Answer.joking_sarcastic,Answer.elaboration,Answer.change,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.","Yes, I think he's really overcome his drug and alcohol issues and I admire him for it.",Many Hollywood stars are self-involved egomaniacs but not all of them.  Look at Tom Hanks for example,
Answer.TalkMore,Answer.joking_sarcastic,Answer.elaboration,Answer.elaboration,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.","Yes, I think he's really overcome his drug and alcohol issues and I admire him for it.",Some celebrities do these things for the p.r. value but I think he's really sincere,
Answer.TalkMore,Answer.continuation,Answer.elaboration,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.",I waited to see Spiderman at home and it wasn't very exciting.,,
Answer.TalkMore,Answer.continuation,Answer.continuation,Answer.elaboration,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.","Yeah, everyone was really into it. I'm glad we didn't wait for it on DVD.","I think being surrounded by people while viewing a movie can completely change how you think of said movie, depending on how others react.",
Answer.TalkMore,,,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,,,,
Answer.TalkMore,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.","Yeah, everyone was really into it. I'm glad we didn't wait for it on DVD.","Oh, I was waiting for it to be on VHS.",
Answer.TalkMore,Answer.continuation,Answer.continuation,Answer.continuation,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.","Yeah, everyone was really into it. I'm glad we didn't wait for it on DVD.","When I went with my friend, there was no one else in our small-town theater during the day.",
Answer.TalkMore,Answer.elaboration,,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I'm jealous, I didn't discover it until it came out on video.",,,
Answer.TalkMore,Answer.continuation,Answer.continuation,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.","Yeah, everyone was really into it. I'm glad we didn't wait for it on DVD.",,
Answer.TalkMore,Answer.joking_sarcastic,Answer.continuation,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.",I love him so much! I think he seems really down to earth.,,
Answer.TalkMore,Answer.continuation,Answer.change,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.",DO you go to the movies often?,,
Answer.TalkMore,Answer.joking_sarcastic,Answer.joking_sarcastic,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.",I might even be able to give up drinking if it means being with him.,,
Answer.TalkMore,Answer.joking_sarcastic,Answer.elaboration,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.","Yes, I think he's really overcome his drug and alcohol issues and I admire him for it.",,
